"GEO_ID","NAME","B15003_001E","B15003_001M","B15003_002E","B15003_002M","B15003_003E","B15003_003M","B15003_004E","B15003_004M","B15003_005E","B15003_005M","B15003_006E","B15003_006M","B15003_007E","B15003_007M","B15003_008E","B15003_008M","B15003_009E","B15003_009M","B15003_010E","B15003_010M","B15003_011E","B15003_011M","B15003_012E","B15003_012M","B15003_013E","B15003_013M","B15003_014E","B15003_014M","B15003_015E","B15003_015M","B15003_016E","B15003_016M","B15003_017E","B15003_017M","B15003_018E","B15003_018M","B15003_019E","B15003_019M","B15003_020E","B15003_020M","B15003_021E","B15003_021M","B15003_022E","B15003_022M","B15003_023E","B15003_023M","B15003_024E","B15003_024M","B15003_025E","B15003_025M"
"1500000US720210309011","Block Group 1, Census Tract 309.01, Bayamón Municipio, Puerto Rico","689","151","0","14","0","14","0","14","0","14","10","16","0","14","12","20","0","14","6","10","11","18","0","14","8","12","0","14","0","14","0","14","126","48","48","39","25","25","94","44","57","31","236","74","51","35","5","7","0","14"
"1500000US720210309012","Block Group 2, Census Tract 309.01, Bayamón Municipio, Puerto Rico","642","130","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","13","0","14","0","14","9","11","0","14","6","10","0","14","134","76","23","25","11","12","166","59","86","62","145","52","41","52","0","14","10","11"
"1500000US720210309021","Block Group 1, Census Tract 309.02, Bayamón Municipio, Puerto Rico","978","172","56","57","0","14","0","14","0","14","0","14","0","14","29","27","11","16","0","14","4","7","25","22","4","8","0","14","13","21","0","14","101","53","14","23","20","17","142","73","92","45","300","86","143","59","24","22","0","14"
"1500000US720210309022","Block Group 2, Census Tract 309.02, Bayamón Municipio, Puerto Rico","525","127","15","16","0","14","0","14","0","14","13","22","0","14","0","14","0","14","0","14","0","14","10","10","18","20","5","8","0","14","6","10","101","52","14","17","11","12","94","61","55","33","119","50","57","37","7","14","0","14"
"1500000US720210309031","Block Group 1, Census Tract 309.03, Bayamón Municipio, Puerto Rico","652","134","16","35","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","11","16","10","16","18","17","0","14","0","14","0","14","125","70","23","18","26","19","109","62","69","35","218","74","13","14","14","16","0","14"
"1500000US720210309032","Block Group 2, Census Tract 309.03, Bayamón Municipio, Puerto Rico","773","160","4","8","0","14","0","14","0","14","0","14","0","14","24","28","7","12","0","14","0","14","19","22","12","19","25","27","0","14","14","17","102","51","51","34","4","8","216","88","75","39","193","68","16","13","0","14","11","13"
"1500000US720210309041","Block Group 1, Census Tract 309.04, Bayamón Municipio, Puerto Rico","1201","206","33","27","0","14","0","14","0","14","0","14","19","23","11","17","10","15","6","9","0","14","19","16","38","31","6","9","31","28","17","19","243","89","83","39","0","14","206","75","146","77","225","81","96","47","1","4","11","18"
"1500000US720210309042","Block Group 2, Census Tract 309.04, Bayamón Municipio, Puerto Rico","371","93","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","5","8","0","14","5","7","0","14","6","8","60","34","34","33","31","21","77","41","51","34","90","39","6","9","0","14","6","9"
"1500000US720210310041","Block Group 1, Census Tract 310.04, Bayamón Municipio, Puerto Rico","892","188","13","20","0","14","0","14","0","14","15","25","17","27","8","13","0","14","24","29","15","24","16","18","38","42","0","14","0","14","19","30","229","90","34","38","13","19","120","94","58","43","192","87","65","31","0","14","16","26"
"1500000US720210310042","Block Group 2, Census Tract 310.04, Bayamón Municipio, Puerto Rico","809","203","8","13","0","14","0","14","0","14","0","14","19","21","0","14","0","14","16","26","33","38","0","14","8","13","0","14","23","38","0","14","176","81","0","14","14","21","167","87","139","72","163","81","43","45","0","14","0","14"
"1500000US720210310051","Block Group 1, Census Tract 310.05, Bayamón Municipio, Puerto Rico","1334","271","27","37","0","14","0","14","16","27","26","30","29","33","0","14","31","34","74","46","0","14","81","57","45","41","50","50","35","39","0","14","205","87","87","64","75","73","208","93","71","59","246","114","28","31","0","14","0","14"
"1500000US720210310052","Block Group 2, Census Tract 310.05, Bayamón Municipio, Puerto Rico","902","217","0","14","0","14","0","14","0","14","20","31","0","14","0","14","23","37","18","29","0","14","20","31","78","59","10","15","11","19","8","12","276","98","101","67","11","17","127","77","68","53","100","50","0","14","31","38","0","14"
"1500000US720210310111","Block Group 1, Census Tract 310.11, Bayamón Municipio, Puerto Rico","565","206","0","14","0","14","0","14","0","14","0","14","0","14","0","14","21","34","0","14","0","14","0","14","0","14","8","13","16","27","0","14","162","102","0","14","0","14","56","38","98","99","171","106","33","28","0","14","0","14"
"1500000US720210310112","Block Group 2, Census Tract 310.11, Bayamón Municipio, Puerto Rico","822","227","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","27","32","8","13","16","26","28","33","110","60","31","48","27","25","145","89","48","32","258","89","64","73","37","36","23","37"
"1500000US720210310113","Block Group 3, Census Tract 310.11, Bayamón Municipio, Puerto Rico","974","191","11","17","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","14","11","16","82","56","8","14","0","14","204","83","152","63","355","113","108","75","8","12","26","23"
"1500000US720210310114","Block Group 4, Census Tract 310.11, Bayamón Municipio, Puerto Rico","683","198","0","14","0","14","0","14","0","14","0","14","27","30","0","14","0","14","0","14","0","14","9","15","0","14","0","14","0","14","0","14","127","80","48","77","0","14","122","65","86","51","146","70","74","48","34","32","10","16"
"1500000US720210310131","Block Group 1, Census Tract 310.13, Bayamón Municipio, Puerto Rico","1107","314","0","14","0","14","0","14","0","14","57","65","33","53","23","36","15","25","15","23","0","14","62","70","93","88","14","22","39","63","0","14","391","195","33","38","27","45","126","85","114","76","65","65","0","14","0","14","0","14"
"1500000US720210310132","Block Group 2, Census Tract 310.13, Bayamón Municipio, Puerto Rico","1337","378","0","14","0","14","0","14","0","14","0","14","0","14","19","30","0","14","15","25","0","14","15","23","33","52","0","14","85","97","0","14","200","123","79","91","30","35","196","112","282","167","322","172","32","49","29","47","0","14"
"1500000US720210310133","Block Group 3, Census Tract 310.13, Bayamón Municipio, Puerto Rico","768","243","39","44","0","14","0","14","0","14","0","14","0","14","0","14","40","66","0","14","0","14","17","27","0","14","0","14","0","14","16","26","177","101","105","89","34","39","167","94","36","43","122","88","15","24","0","14","0","14"
"1500000US720210310134","Block Group 4, Census Tract 310.13, Bayamón Municipio, Puerto Rico","1348","383","17","28","0","14","0","14","0","14","0","14","14","23","0","14","30","50","0","14","0","14","0","14","60","69","0","14","0","14","0","14","146","112","0","14","0","14","307","189","242","114","459","200","73","76","0","14","0","14"
"1500000US720210310135","Block Group 5, Census Tract 310.13, Bayamón Municipio, Puerto Rico","561","214","25","41","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","117","83","53","63","0","14","102","90","15","24","106","89","113","93","30","49","0","14"
"1500000US720210310211","Block Group 1, Census Tract 310.21, Bayamón Municipio, Puerto Rico","1374","351","73","64","0","14","0","14","17","28","2","3","28","23","84","65","0","14","114","79","40","40","58","46","102","98","0","14","29","33","0","14","197","80","4","7","33","31","156","82","195","102","159","102","42","53","30","37","11","17"
"1500000US720210310212","Block Group 2, Census Tract 310.21, Bayamón Municipio, Puerto Rico","677","138","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","13","0","14","0","14","0","14","0","14","76","60","18","29","18","29","159","90","67","57","256","108","56","53","0","14","18","20"
"1500000US720210310213","Block Group 3, Census Tract 310.21, Bayamón Municipio, Puerto Rico","722","149","9","15","0","14","0","14","0","14","0","14","15","24","0","14","0","14","0","14","0","14","11","17","40","47","0","14","40","39","8","13","101","64","48","41","9","14","110","58","91","61","127","64","80","48","10","15","23","26"
"1500000US720210310231","Block Group 1, Census Tract 310.23, Bayamón Municipio, Puerto Rico","492","110","27","32","0","14","0","14","0","14","0","14","0","14","8","14","0","14","0","14","0","14","0","14","0","14","36","30","0","14","0","14","102","49","0","14","0","14","70","48","34","33","148","80","50","38","8","12","9","14"
"1500000US720210310232","Block Group 2, Census Tract 310.23, Bayamón Municipio, Puerto Rico","1519","293","55","62","0","14","0","14","0","14","0","14","0","14","0","14","0","14","18","19","8","14","0","14","16","18","0","14","16","26","0","14","217","102","67","56","9","14","280","119","224","98","448","144","144","70","8","13","9","14"
"1500000US720210310311","Block Group 1, Census Tract 310.31, Bayamón Municipio, Puerto Rico","1123","221","5","12","0","14","0","14","0","14","0","14","12","18","0","14","0","14","6","13","28","34","0","14","5","11","8","12","0","14","0","14","215","120","0","14","27","24","267","100","107","70","315","91","78","83","27","26","23","36"
"1500000US720210310312","Block Group 2, Census Tract 310.31, Bayamón Municipio, Puerto Rico","1003","185","17","27","0","14","0","14","0","14","0","14","0","14","17","28","0","14","0","14","0","14","26","24","12","19","0","14","0","14","0","14","189","80","67","66","27","30","136","81","105","70","291","108","94","49","8","13","14","22"
"1500000US720210310313","Block Group 3, Census Tract 310.31, Bayamón Municipio, Puerto Rico","310","125","45","61","0","14","0","14","0","14","0","14","0","14","8","12","0","14","0","14","0","14","0","14","11","17","24","40","0","14","0","14","99","71","36","40","0","14","61","60","8","13","18","29","0","14","0","14","0","14"
"1500000US720210310314","Block Group 4, Census Tract 310.31, Bayamón Municipio, Puerto Rico","456","122","0","14","0","14","0","14","21","33","0","14","0","14","0","14","0","14","0","14","0","14","0","14","9","13","0","14","0","14","0","14","105","52","0","14","21","25","42","40","19","22","119","76","67","42","53","40","0","14"
"1500000US720210310321","Block Group 1, Census Tract 310.32, Bayamón Municipio, Puerto Rico","1549","167","10","15","5","8","0","14","0","14","0","14","10","15","0","14","0","14","0","14","26","28","44","32","21","24","23","23","9","15","33","42","245","65","66","49","44","28","178","70","178","78","328","83","216","61","60","28","53","36"
"1500000US720210310331","Block Group 1, Census Tract 310.33, Bayamón Municipio, Puerto Rico","382","126","19","21","0","14","0","14","0","14","0","14","0","14","0","14","18","28","0","14","9","14","0","14","0","14","0","14","0","14","0","14","18","14","36","42","0","14","58","54","105","44","60","46","59","50","0","14","0","14"
"1500000US720210310332","Block Group 2, Census Tract 310.33, Bayamón Municipio, Puerto Rico","752","166","15","24","0","14","0","14","0","14","0","14","0","14","0","14","9","13","29","35","0","14","24","29","25","30","0","14","17","26","12","18","134","65","51","37","9","14","123","55","136","108","127","52","41","34","0","14","0","14"
"1500000US720210310333","Block Group 3, Census Tract 310.33, Bayamón Municipio, Puerto Rico","788","249","0","14","0","14","0","14","0","14","0","14","16","24","9","14","21","34","15","17","8","12","0","14","12","20","13","22","0","14","0","14","109","82","38","44","29","26","166","83","165","79","153","87","34","33","0","14","0","14"
"1500000US720210310334","Block Group 4, Census Tract 310.33, Bayamón Municipio, Puerto Rico","1007","231","17","23","0","14","0","14","18","28","6","13","0","14","0","14","0","14","28","32","0","14","17","26","34","38","0","14","56","50","0","14","219","121","39","42","44","40","62","47","51","50","222","88","140","71","19","21","35","39"
"1500000US720210311011","Block Group 1, Census Tract 311.01, Bayamón Municipio, Puerto Rico","1420","306","20","21","0","14","0","14","0","14","10","15","0","14","37","42","19","30","9","14","16","26","67","53","74","63","16","18","26","31","0","14","393","118","8","13","32","29","181","106","130","78","275","145","50","44","57","66","0","14"
"1500000US720210311012","Block Group 2, Census Tract 311.01, Bayamón Municipio, Puerto Rico","396","114","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","33","40","17","28","0","14","9","14","0","14","58","48","0","14","9","14","66","43","83","82","84","58","37","37","0","14","0","14"
"1500000US720210311131","Block Group 1, Census Tract 311.13, Bayamón Municipio, Puerto Rico","654","207","31","38","0","14","0","14","0","14","0","14","0","14","9","13","0","14","38","45","17","19","0","14","17","27","0","14","13","22","0","14","162","123","106","71","27","35","106","85","36","41","55","45","37","44","0","14","0","14"
"1500000US720210311132","Block Group 2, Census Tract 311.13, Bayamón Municipio, Puerto Rico","1163","243","33","30","0","14","0","14","0","14","0","14","17","18","9","14","0","14","87","68","34","38","0","14","28","45","0","14","0","14","8","14","250","87","59","50","23","35","179","85","76","53","297","110","55","47","8","13","0","14"
"1500000US720210311133","Block Group 3, Census Tract 311.13, Bayamón Municipio, Puerto Rico","915","236","20","32","0","14","0","14","0","14","0","14","0","14","50","43","8","12","12","20","0","14","19","31","36","56","9","14","45","52","0","14","305","111","24","38","17","19","98","62","57","45","204","104","11","17","0","14","0","14"
"1500000US720210311141","Block Group 1, Census Tract 311.14, Bayamón Municipio, Puerto Rico","66","63","0","14","0","14","0","14","0","14","0","14","0","14","0","14","16","24","0","14","0","14","0","14","16","26","0","14","16","25","0","14","0","14","0","14","0","14","18","29","0","14","0","14","0","14","0","14","0","14"
