"GEO_ID","NAME","B17017_001E","B17017_001M","B17017_002E","B17017_002M","B17017_003E","B17017_003M","B17017_004E","B17017_004M","B17017_005E","B17017_005M","B17017_006E","B17017_006M","B17017_007E","B17017_007M","B17017_008E","B17017_008M","B17017_009E","B17017_009M","B17017_010E","B17017_010M","B17017_011E","B17017_011M","B17017_012E","B17017_012M","B17017_013E","B17017_013M","B17017_014E","B17017_014M","B17017_015E","B17017_015M","B17017_016E","B17017_016M","B17017_017E","B17017_017M","B17017_018E","B17017_018M","B17017_019E","B17017_019M","B17017_020E","B17017_020M","B17017_021E","B17017_021M","B17017_022E","B17017_022M","B17017_023E","B17017_023M","B17017_024E","B17017_024M","B17017_025E","B17017_025M","B17017_026E","B17017_026M","B17017_027E","B17017_027M","B17017_028E","B17017_028M","B17017_029E","B17017_029M","B17017_030E","B17017_030M","B17017_031E","B17017_031M","B17017_032E","B17017_032M","B17017_033E","B17017_033M","B17017_034E","B17017_034M","B17017_035E","B17017_035M","B17017_036E","B17017_036M","B17017_037E","B17017_037M","B17017_038E","B17017_038M","B17017_039E","B17017_039M","B17017_040E","B17017_040M","B17017_041E","B17017_041M","B17017_042E","B17017_042M","B17017_043E","B17017_043M","B17017_044E","B17017_044M","B17017_045E","B17017_045M","B17017_046E","B17017_046M","B17017_047E","B17017_047M","B17017_048E","B17017_048M","B17017_049E","B17017_049M","B17017_050E","B17017_050M","B17017_051E","B17017_051M","B17017_052E","B17017_052M","B17017_053E","B17017_053M","B17017_054E","B17017_054M","B17017_055E","B17017_055M","B17017_056E","B17017_056M","B17017_057E","B17017_057M","B17017_058E","B17017_058M","B17017_059E","B17017_059M"
"1500000US720371602012","Block Group 2, Census Tract 1602.01, Ceiba Municipio, Puerto Rico","1023","170","448","141","331","117","101","65","0","14","19","32","17","28","65","50","230","99","0","14","0","14","0","14","0","14","0","14","230","99","14","23","123","69","20","31","73","50","117","79","42","59","0","14","0","14","0","14","42","59","75","68","0","14","0","14","25","40","50","53","575","139","395","123","239","110","0","14","111","75","42","40","86","62","156","76","102","64","0","14","48","52","0","14","54","50","54","45","0","14","18","28","8","12","28","33","180","89","87","65","0","14","52","51","0","14","35","40","93","63","0","14","0","14","53","53","40","40"
"1500000US720371602021","Block Group 1, Census Tract 1602.02, Ceiba Municipio, Puerto Rico","475","107","196","89","109","69","59","47","0","14","31","35","28","30","0","14","50","52","38","46","0","14","38","46","0","14","0","14","12","20","0","14","0","14","0","14","12","20","87","61","19","29","0","14","19","29","0","14","0","14","68","53","0","14","0","14","0","14","68","53","279","97","171","77","135","62","11","17","16","26","76","49","32","31","36","43","11","18","0","14","0","14","11","18","0","14","25","40","0","14","0","14","25","40","0","14","108","74","66","55","0","14","0","14","47","40","19","28","42","48","0","14","23","36","0","14","19","31"
"1500000US720371602022","Block Group 2, Census Tract 1602.02, Ceiba Municipio, Puerto Rico","424","100","202","92","74","56","47","48","0","14","34","42","0","14","13","22","27","31","14","21","0","14","14","21","0","14","0","14","13","22","13","22","0","14","0","14","0","14","128","77","69","56","0","14","0","14","27","31","42","48","59","53","0","14","18","30","22","27","19","31","222","87","198","81","185","77","0","14","19","30","123","63","43","34","13","21","13","21","0","14","0","14","13","21","0","14","0","14","0","14","0","14","0","14","0","14","24","28","0","14","0","14","0","14","0","14","0","14","24","28","13","22","0","14","0","14","11","17"
"1500000US720371602023","Block Group 3, Census Tract 1602.02, Ceiba Municipio, Puerto Rico","213","66","54","46","46","44","10","16","0","14","10","16","0","14","0","14","36","41","0","14","0","14","0","14","0","14","0","14","36","41","0","14","17","28","19","31","0","14","8","13","0","14","0","14","0","14","0","14","0","14","8","13","0","14","0","14","0","14","8","13","159","64","129","60","84","54","0","14","25","41","22","25","37","36","45","37","15","18","0","14","0","14","8","14","7","11","30","32","0","14","0","14","18","28","12","18","30","31","6","10","0","14","0","14","0","14","6","10","24","29","0","14","0","14","0","14","24","29"
"1500000US720371603001","Block Group 1, Census Tract 1603, Ceiba Municipio, Puerto Rico","357","94","205","73","84","53","23","25","0","14","9","14","14","20","0","14","61","48","23","27","0","14","23","27","0","14","0","14","38","44","0","14","38","44","0","14","0","14","121","69","68","48","0","14","0","14","25","30","43","44","53","48","0","14","0","14","16","27","37","42","152","73","131","69","91","55","0","14","24","37","18","31","49","43","40","39","0","14","0","14","0","14","0","14","0","14","40","39","0","14","0","14","40","39","0","14","21","23","13","19","0","14","0","14","0","14","13","19","8","13","0","14","0","14","0","14","8","13"
"1500000US720371603002","Block Group 2, Census Tract 1603, Ceiba Municipio, Puerto Rico","410","118","190","88","153","83","82","62","0","14","49","53","0","14","33","33","71","68","18","29","0","14","18","29","0","14","0","14","53","61","0","14","53","61","0","14","0","14","37","29","14","23","0","14","0","14","14","23","0","14","23","18","0","14","0","14","0","14","23","18","220","70","187","70","101","58","0","14","25","39","15","16","61","47","86","40","0","14","0","14","0","14","0","14","0","14","86","40","0","14","0","14","40","39","46","41","33","26","17","19","0","14","0","14","9","15","8","12","16","17","0","14","0","14","0","14","16","17"
"1500000US720371603003","Block Group 3, Census Tract 1603, Ceiba Municipio, Puerto Rico","640","146","219","92","82","53","34","28","0","14","0","14","20","18","14","22","48","45","0","14","0","14","0","14","0","14","0","14","48","45","0","14","22","34","0","14","26","32","137","82","59","56","0","14","0","14","19","29","40","46","78","56","0","14","0","14","26","30","52","43","421","137","271","107","151","82","0","14","21","32","78","52","52","47","120","69","0","14","0","14","0","14","0","14","0","14","120","69","0","14","28","43","56","65","36","33","150","91","96","69","21","37","25","29","0","14","50","46","54","59","0","14","0","14","54","59","0","14"
"1500000US720379900000","Block Group 0, Census Tract 9900, Ceiba Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720399556001","Block Group 1, Census Tract 9556, Ciales Municipio, Puerto Rico","363","112","198","94","185","93","59","55","0","14","43","49","0","14","16","24","126","75","19","31","19","31","0","14","0","14","0","14","107","68","0","14","70","53","37","41","0","14","13","21","13","21","0","14","0","14","0","14","13","21","0","14","0","14","0","14","0","14","0","14","165","70","145","69","133","66","0","14","18","29","75","45","40","37","12","21","0","14","0","14","0","14","0","14","0","14","12","21","12","21","0","14","0","14","0","14","20","31","0","14","0","14","0","14","0","14","0","14","20","31","0","14","0","14","0","14","20","31"
"1500000US720399556002","Block Group 2, Census Tract 9556, Ciales Municipio, Puerto Rico","858","154","389","116","279","96","139","71","0","14","0","14","86","66","53","38","140","72","36","42","0","14","0","14","24","38","12","19","104","65","34","37","21","35","9","14","40","33","110","70","51","50","23","37","0","14","28","31","0","14","59","51","0","14","0","14","13","21","46","47","469","120","350","118","230","82","0","14","59","55","105","59","66","42","120","75","31","36","0","14","20","32","11","18","0","14","89","65","0","14","44","50","0","14","45","43","119","80","59","49","0","14","0","14","0","14","59","49","60","62","0","14","35","54","0","14","25","29"
"1500000US720399556003","Block Group 3, Census Tract 9556, Ciales Municipio, Puerto Rico","426","104","187","85","127","72","51","39","0","14","0","14","37","32","14","23","76","62","42","50","0","14","42","50","0","14","0","14","34","38","0","14","0","14","19","30","15","24","60","47","44","40","0","14","0","14","0","14","44","40","16","26","0","14","0","14","0","14","16","26","239","92","193","86","148","86","0","14","82","66","15","24","51","43","45","32","0","14","0","14","0","14","0","14","0","14","45","32","0","14","22","34","23","20","0","14","46","52","46","52","0","14","29","45","17","27","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720399557001","Block Group 1, Census Tract 9557, Ciales Municipio, Puerto Rico","409","114","259","96","208","90","72","50","0","14","11","17","16","26","45","39","136","75","72","69","0","14","37","57","18","28","17","25","64","43","27","30","13","21","0","14","24","28","51","43","0","14","0","14","0","14","0","14","0","14","51","43","11","19","0","14","0","14","40","40","150","80","137","75","109","69","0","14","34","52","28","43","47","32","28","35","9","15","0","14","0","14","0","14","9","15","19","31","0","14","19","31","0","14","0","14","13","21","13","21","0","14","0","14","0","14","13","21","0","14","0","14","0","14","0","14","0","14"
"1500000US720399557002","Block Group 2, Census Tract 9557, Ciales Municipio, Puerto Rico","227","87","122","63","74","46","21","24","0","14","12","20","9","14","0","14","53","46","15","23","0","14","0","14","0","14","15","23","38","39","38","39","0","14","0","14","0","14","48","45","48","45","0","14","17","28","20","33","11","18","0","14","0","14","0","14","0","14","0","14","105","64","76","56","51","52","0","14","0","14","25","41","26","30","25","37","25","37","0","14","0","14","0","14","25","37","0","14","0","14","0","14","0","14","0","14","29","32","13","20","0","14","0","14","0","14","13","20","16","25","0","14","0","14","0","14","16","25"
"1500000US720399557003","Block Group 3, Census Tract 9557, Ciales Municipio, Puerto Rico","289","114","255","108","218","113","0","14","0","14","0","14","0","14","0","14","218","113","11","18","0","14","0","14","11","18","0","14","207","111","0","14","174","104","20","33","13","20","37","36","18","29","0","14","0","14","0","14","18","29","19","21","0","14","0","14","10","17","9","14","34","38","34","38","34","38","0","14","0","14","20","32","14","22","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720399558001","Block Group 1, Census Tract 9558, Ciales Municipio, Puerto Rico","346","106","187","96","166","93","60","52","0","14","0","14","38","44","22","26","106","77","22","35","0","14","0","14","22","35","0","14","84","68","0","14","26","39","43","49","15","24","21","25","21","25","0","14","0","14","0","14","21","25","0","14","0","14","0","14","0","14","0","14","159","72","159","72","147","70","0","14","31","49","76","62","40","39","12","19","12","19","0","14","0","14","12","19","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720399558002","Block Group 2, Census Tract 9558, Ciales Municipio, Puerto Rico","1003","131","495","137","245","100","66","43","0","14","0","14","29","31","37","29","179","89","12","17","12","17","0","14","0","14","0","14","167","88","0","14","68","62","86","61","13","20","250","97","61","50","0","14","0","14","37","41","24","28","189","90","13","22","0","14","83","56","93","56","508","135","380","135","251","110","0","14","63","72","107","66","81","54","129","88","61","63","0","14","25","41","36","45","0","14","68","60","10","15","0","14","31","50","27","33","128","77","44","47","0","14","0","14","27","42","17","19","84","59","0","14","0","14","30","35","54","46"
"1500000US720399558003","Block Group 3, Census Tract 9558, Ciales Municipio, Puerto Rico","487","124","221","94","145","80","113","69","0","14","19","31","40","43","54","43","32","40","24","38","0","14","24","38","0","14","0","14","8","13","0","14","0","14","0","14","8","13","76","62","0","14","0","14","0","14","0","14","0","14","76","62","0","14","0","14","24","37","52","46","266","96","210","89","160","83","0","14","20","29","103","75","37","36","50","45","22","27","0","14","0","14","0","14","22","27","28","37","0","14","0","14","20","34","8","15","56","56","45","52","0","14","0","14","30","46","15","24","11","18","0","14","0","14","11","18","0","14"
"1500000US720399559001","Block Group 1, Census Tract 9559, Ciales Municipio, Puerto Rico","796","163","454","124","253","83","83","53","0","14","0","14","60","43","23","30","170","70","17","20","9","16","0","14","0","14","8","12","153","69","0","14","62","57","39","35","52","38","201","94","94","68","0","14","0","14","20","33","74","59","107","62","0","14","0","14","37","35","70","52","342","118","296","105","204","93","0","14","37","44","141","80","26","22","92","68","42","55","0","14","0","14","42","55","0","14","50","39","0","14","14","20","21","32","15","17","46","56","30","49","0","14","30","49","0","14","0","14","16","26","0","14","0","14","0","14","16","26"
"1500000US720399559002","Block Group 2, Census Tract 9559, Ciales Municipio, Puerto Rico","354","108","249","93","188","83","113","55","0","14","10","16","59","42","44","32","75","62","0","14","0","14","0","14","0","14","0","14","75","62","0","14","52","50","23","35","0","14","61","48","20","32","0","14","0","14","20","32","0","14","41","46","0","14","0","14","41","46","0","14","105","65","105","65","105","65","0","14","0","14","33","40","72","52","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720399559003","Block Group 3, Census Tract 9559, Ciales Municipio, Puerto Rico","273","77","180","81","164","82","119","71","0","14","50","56","61","53","8","13","45","50","0","14","0","14","0","14","0","14","0","14","45","50","21","32","24","38","0","14","0","14","16","26","0","14","0","14","0","14","0","14","0","14","16","26","0","14","16","26","0","14","0","14","93","58","93","58","61","50","0","14","0","14","52","48","9","15","32","31","0","14","0","14","0","14","0","14","0","14","32","31","11","16","0","14","9","15","12","20","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720412401011","Block Group 1, Census Tract 2401.01, Cidra Municipio, Puerto Rico","430","89","101","56","77","49","38","34","0","14","0","14","28","30","10","16","39","45","21","34","0","14","21","34","0","14","0","14","18","30","0","14","0","14","18","30","0","14","24","27","12","20","0","14","0","14","0","14","12","20","12","19","0","14","0","14","0","14","12","19","329","93","218","79","168","80","0","14","26","28","111","68","31","36","50","41","0","14","0","14","0","14","0","14","0","14","50","41","0","14","0","14","10","16","40","39","111","69","46","44","0","14","12","18","34","39","0","14","65","53","0","14","17","28","36","43","12","19"
"1500000US720412401012","Block Group 2, Census Tract 2401.01, Cidra Municipio, Puerto Rico","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14","0","14"
"1500000US720412401013","Block Group 3, Census Tract 2401.01, Cidra Municipio, Puerto Rico","1285","169","395","130","288","110","121","69","0","14","16","25","53","48","52","42","167","97","31","49","0","14","31","49","0","14","0","14","136","82","12","21","67","61","57","52","0","14","107","68","60","54","0","14","22","34","0","14","38","41","47","43","0","14","0","14","16","27","31","35","890","171","762","163","624","147","0","14","175","95","355","116","94","52","138","78","0","14","0","14","0","14","0","14","0","14","138","78","0","14","94","77","36","29","8","13","128","66","63","53","0","14","34","40","13","19","16","26","65","41","0","14","14","22","0","14","51","41"
